participant,condition,engine,trial_index,audio_identifier,speaker,voice_type,mos_rating,rt_ms
P13,A,new,90,05 segundos brpr-18-gt F-n-20db,brpr-18,natural,5,7035.9
P13,A,new,91,05 segundos brpr-28-syntacc-295Ksteps F-n-20db,brpr-28,synthetic,5,10488.9
P13,A,new,92,05 segundos brrj-26-syntacc-295Ksteps M-n-20db,brrj-26,synthetic,2,9046.2
P13,A,new,93,05 segundos brrs-25-gt M-n-20db,brrs-25,natural,5,7043.7
P13,A,new,94,05 segundos brrs-28-gt M-n-20db,brrs-28,natural,5,7246.6
P13,A,new,95,05 segundos brrs-29-syntacc-295Ksteps F-n-20db,brrs-29,synthetic,4,7357.0
P13,A,new,96,05 segundos brsp-22-gt M-n-20db,brsp-22,natural,5,7102.8
P13,A,new,97,05 segundos brsp-24-gt M-n-20db,brsp-24,natural,4,9397.0
P13,A,new,98,05 segundos brsp-28-gt F-n-20db,brsp-28,natural,5,7113.5
P13,A,new,99,06 segundos bral-26-gt M-n-20db,bral-26,natural,5,10493.6
P13,A,new,100,06 segundos brba-22-syntacc-295Ksteps M-n-20db,brba-22,synthetic,2,11079.1
P13,A,new,101,06 segundos brba-24-gt M-n-20db,brba-24,natural,5,8702.2
P13,A,new,102,06 segundos brce-20-syntacc-295Ksteps M-n-20db,brce-20,synthetic,1,8249.9
P13,A,new,103,06 segundos brpe-28-gt M-n-20db,brpe-28,natural,5,8366.2
P13,A,new,104,06 segundos brpr-24-syntacc-295Ksteps F-n-20db,brpr-24,synthetic,4,10593.2
P13,A,new,105,06 segundos brrs-20-gt F-n-20db,brrs-20,natural,5,14029.3
P13,A,new,106,07 segundos brba-23-gt F-n-20db,brba-23,natural,5,10851.5
P13,A,new,107,07 segundos brce-29-syntacc-295Ksteps M-n-20db,brce-29,synthetic,1,10363.5
P13,A,new,108,07 segundos brgo-28-syntacc-295Ksteps M-n-20db,brgo-28,synthetic,2,9793.8
P13,A,new,109,07 segundos brpe-20-syntacc-295Ksteps M-n-20db,brpe-20,synthetic,3,8715.8
P13,A,new,110,07 segundos brpr-21-syntacc-295Ksteps F-n-20db,brpr-21,synthetic,4,9632.7
P13,A,new,111,07 segundos brpr-29-syntacc-295Ksteps F-n-20db,brpr-29,synthetic,4,8949.0
P13,A,new,112,07 segundos brrs-23-gt F-n-20db,brrs-23,natural,5,10132.2
P13,A,new,113,08 segundos brpr-22-gt F-n-20db,brpr-22,natural,4,10105.9
P13,A,new,114,08 segundos brpr-25-syntacc-295Ksteps F-n-20db,brpr-25,synthetic,3,12124.6
P13,A,new,115,08 segundos brrs-21-syntacc-295Ksteps F-n-20db,brrs-21,synthetic,4,11012.3
P13,A,new,116,08 segundos brsp-27-syntacc-295Ksteps M-n-20db,brsp-27,synthetic,3,10216.3
P13,A,new,117,08 segundos brsp-29-gt M-n-20db,brsp-29,natural,4,10574.2
P13,A,new,118,09 segundos brpb-20-syntacc-295Ksteps M-n-20db,brpb-20,synthetic,1,10999.4
P13,A,new,119,09 segundos brrs-26-gt F-n-20db,brrs-26,natural,5,10898.9
P13,A,new,120,10 segundos brpb-28-syntacc-295Ksteps M-n-20db,brpb-28,synthetic,3,12432.9
P14,A,new,61,04 segundos brmg-26-syntacc-295Ksteps M-n-20db,brmg-26,synthetic,4,5986.0
P14,A,new,62,04 segundos brpr-14-syntacc-295Ksteps F-n-20db,brpr-14,synthetic,4,7699.0
P14,A,new,63,04 segundos brpr-15-syntacc-295Ksteps F-n-20db,brpr-15,synthetic,3,54835.0
P14,A,new,64,04 segundos brpr-19-syntacc-295Ksteps F-n-20db,brpr-19,synthetic,1,6100.0
P14,A,new,65,04 segundos brpr-20-syntacc-295Ksteps F-n-20db,brpr-20,synthetic,3,10476.0
P14,A,new,66,04 segundos brpr-27-syntacc-295Ksteps F-n-20db,brpr-27,synthetic,2,9654.0
P14,A,new,67,04 segundos brrs-10-gt F-n-20db,brrs-10,natural,5,29739.0
P14,A,new,68,04 segundos brrs-14-gt F-n-20db,brrs-14,natural,5,7164.0
P14,A,new,69,04 segundos brrs-16-gt F-n-20db,brrs-16,natural,5,14996.0
P14,A,new,70,04 segundos brrs-18-gt F-n-20db,brrs-18,natural,5,7105.0
P14,A,new,71,04 segundos brsp-10-gt M-n-20db,brsp-10,natural,3,7046.0
P14,A,new,72,04 segundos brsp-11-gt M-n-20db,brsp-11,natural,5,5824.0
P14,A,new,73,04 segundos brsp-13-gt F-n-20db,brsp-13,natural,5,8119.0
P14,A,new,74,04 segundos brsp-25-syntacc-295Ksteps M-n-20db,brsp-25,synthetic,1,7235.0
P14,A,new,75,05 segundos bral-20-gt M-n-20db,bral-20,natural,5,8755.0
P14,A,new,76,05 segundos bral-22-gt M-n-20db,bral-22,natural,5,7667.0
P14,A,new,77,05 segundos bral-23-gt M-n-20db,bral-23,natural,5,6697.0
P14,A,new,78,05 segundos bral-24-syntacc-295Ksteps M-n-20db,bral-24,synthetic,3,8545.0
P14,A,new,79,05 segundos brba-21-gt M-n-20db,brba-21,natural,5,7757.0
P14,A,new,80,05 segundos brce-22-syntacc-295Ksteps M-n-20db,brce-22,synthetic,1,7001.0
P14,A,new,81,05 segundos brce-26-gt M-n-20db,brce-26,natural,5,6047.0
P14,A,new,82,05 segundos brmg-22-syntacc-295Ksteps F-n-20db,brmg-22,synthetic,2,6746.0
P14,A,new,83,05 segundos brmg-29-syntacc-295Ksteps M-n-20db,brmg-29,synthetic,3,7924.0
P14,A,new,84,05 segundos brpb-22-gt M-n-20db,brpb-22,natural,5,7240.0
P14,A,new,85,05 segundos brpe-22-syntacc-295Ksteps M-n-20db,brpe-22,synthetic,1,16374.0
P14,A,new,86,05 segundos brpe-26-gt M-n-20db,brpe-26,natural,5,6758.0
P14,A,new,87,05 segundos brpe-29-gt M-n-20db,brpe-29,natural,5,11610.0
P14,A,new,88,05 segundos brpr-10-syntacc-295Ksteps F-n-20db,brpr-10,synthetic,2,6502.0
P14,A,new,89,05 segundos brpr-13-syntacc-295Ksteps F-n-20db,brpr-13,synthetic,2,8753.0
P14,A,new,90,05 segundos brpr-18-gt F-n-20db,brpr-18,natural,5,6609.0
P14,A,new,91,05 segundos brpr-28-syntacc-295Ksteps F-n-20db,brpr-28,synthetic,2,21732.0
P14,A,new,92,05 segundos brrj-26-syntacc-295Ksteps M-n-20db,brrj-26,synthetic,1,38946.0
P14,A,new,93,05 segundos brrs-25-gt M-n-20db,brrs-25,natural,5,9917.0
P14,A,new,94,05 segundos brrs-28-gt M-n-20db,brrs-28,natural,5,7415.0
P14,A,new,95,05 segundos brrs-29-syntacc-295Ksteps F-n-20db,brrs-29,synthetic,2,8160.0
P14,A,new,96,05 segundos brsp-22-gt M-n-20db,brsp-22,natural,5,6806.0
P14,A,new,97,05 segundos brsp-24-gt M-n-20db,brsp-24,natural,5,29884.0
P14,A,new,98,05 segundos brsp-28-gt F-n-20db,brsp-28,natural,1,13212.0
P14,A,new,99,06 segundos bral-26-gt M-n-20db,bral-26,natural,5,8502.0
P14,A,new,100,06 segundos brba-22-syntacc-295Ksteps M-n-20db,brba-22,synthetic,2,8535.0
P14,A,new,101,06 segundos brba-24-gt M-n-20db,brba-24,natural,5,7452.0
P14,A,new,102,06 segundos brce-20-syntacc-295Ksteps M-n-20db,brce-20,synthetic,1,9155.0
P14,A,new,103,06 segundos brpe-28-gt M-n-20db,brpe-28,natural,5,10194.0
P14,A,new,104,06 segundos brpr-24-syntacc-295Ksteps F-n-20db,brpr-24,synthetic,2,12115.0
P14,A,new,105,06 segundos brrs-20-gt F-n-20db,brrs-20,natural,5,12451.0
P14,A,new,106,07 segundos brba-23-gt F-n-20db,brba-23,natural,5,9724.0
P14,A,new,107,07 segundos brce-29-syntacc-295Ksteps M-n-20db,brce-29,synthetic,1,9720.0
P14,A,new,108,07 segundos brgo-28-syntacc-295Ksteps M-n-20db,brgo-28,synthetic,2,11312.0
P14,A,new,109,07 segundos brpe-20-syntacc-295Ksteps M-n-20db,brpe-20,synthetic,4,10418.0
P14,A,new,110,07 segundos brpr-21-syntacc-295Ksteps F-n-20db,brpr-21,synthetic,2,11671.0
P14,A,new,111,07 segundos brpr-29-syntacc-295Ksteps F-n-20db,brpr-29,synthetic,2,9792.0
P14,A,new,112,07 segundos brrs-23-gt F-n-20db,brrs-23,natural,5,42848.0
P14,A,new,113,08 segundos brpr-22-gt F-n-20db,brpr-22,natural,5,9707.0
P14,A,new,114,08 segundos brpr-25-syntacc-295Ksteps F-n-20db,brpr-25,synthetic,3,16730.0
P14,A,new,115,08 segundos brrs-21-syntacc-295Ksteps F-n-20db,brrs-21,synthetic,3,12122.0
P14,A,new,116,08 segundos brsp-27-syntacc-295Ksteps M-n-20db,brsp-27,synthetic,2,12555.0
P14,A,new,117,08 segundos brsp-29-gt M-n-20db,brsp-29,natural,5,11751.0
P14,A,new,118,09 segundos brpb-20-syntacc-295Ksteps M-n-20db,brpb-20,synthetic,2,10718.0
P14,A,new,119,09 segundos brrs-26-gt F-n-20db,brrs-26,natural,5,10556.0
P14,A,new,120,10 segundos brpb-28-syntacc-295Ksteps M-n-20db,brpb-28,synthetic,2,15034.0
P15,A,new,61,04 segundos brmg-26-syntacc-295Ksteps M-n-20db,brmg-26,synthetic,2,6205.6
P15,A,new,62,04 segundos brpr-14-syntacc-295Ksteps F-n-20db,brpr-14,synthetic,1,5938.6
P15,A,new,63,04 segundos brpr-15-syntacc-295Ksteps F-n-20db,brpr-15,synthetic,2,16158.2
P15,A,new,64,04 segundos brpr-19-syntacc-295Ksteps F-n-20db,brpr-19,synthetic,2,13254.3
P15,A,new,65,04 segundos brpr-20-syntacc-295Ksteps F-n-20db,brpr-20,synthetic,3,11345.7
P15,A,new,66,04 segundos brpr-27-syntacc-295Ksteps F-n-20db,brpr-27,synthetic,2,6597.9
P15,A,new,67,04 segundos brrs-10-gt F-n-20db,brrs-10,natural,5,6065.5
P15,A,new,68,04 segundos brrs-14-gt F-n-20db,brrs-14,natural,5,5923.5
P15,A,new,69,04 segundos brrs-16-gt F-n-20db,brrs-16,natural,5,12363.1
P15,A,new,70,04 segundos brrs-18-gt F-n-20db,brrs-18,natural,5,6624.7
P15,A,new,71,04 segundos brsp-10-gt M-n-20db,brsp-10,natural,3,18120.4
P15,A,new,72,04 segundos brsp-11-gt M-n-20db,brsp-11,natural,5,6373.9
P15,A,new,73,04 segundos brsp-13-gt F-n-20db,brsp-13,natural,5,5706.9
P15,A,new,74,04 segundos brsp-25-syntacc-295Ksteps M-n-20db,brsp-25,synthetic,1,6307.1
P15,A,new,75,05 segundos bral-20-gt M-n-20db,bral-20,natural,5,7573.8
P15,A,new,76,05 segundos bral-22-gt M-n-20db,bral-22,natural,4,10828.8
P15,A,new,77,05 segundos bral-23-gt M-n-20db,bral-23,natural,4,21307.3
P15,A,new,78,05 segundos bral-24-syntacc-295Ksteps M-n-20db,bral-24,synthetic,3,8825.0
P15,A,new,79,05 segundos brba-21-gt M-n-20db,brba-21,natural,5,7424.6
P15,A,new,80,05 segundos brce-22-syntacc-295Ksteps M-n-20db,brce-22,synthetic,1,6240.4
P15,A,new,81,05 segundos brce-26-gt M-n-20db,brce-26,natural,5,6346.6
P15,A,new,82,05 segundos brmg-22-syntacc-295Ksteps F-n-20db,brmg-22,synthetic,2,7558.3
P15,A,new,83,05 segundos brmg-29-syntacc-295Ksteps M-n-20db,brmg-29,synthetic,1,6957.1
P15,A,new,84,05 segundos brpb-22-gt M-n-20db,brpb-22,natural,5,6490.3
P15,A,new,85,05 segundos brpe-22-syntacc-295Ksteps M-n-20db,brpe-22,synthetic,1,7474.7
P15,A,new,86,05 segundos brpe-26-gt M-n-20db,brpe-26,natural,5,8650.2
P15,A,new,87,05 segundos brpe-29-gt M-n-20db,brpe-29,natural,5,6907.7
P15,A,new,88,05 segundos brpr-10-syntacc-295Ksteps F-n-20db,brpr-10,synthetic,4,19063.6
P15,A,new,89,05 segundos brpr-13-syntacc-295Ksteps F-n-20db,brpr-13,synthetic,3,22240.5
P15,A,new,90,05 segundos brpr-18-gt F-n-20db,brpr-18,natural,5,6957.5
P15,A,new,91,05 segundos brpr-28-syntacc-295Ksteps F-n-20db,brpr-28,synthetic,1,7741.2
P15,A,new,92,05 segundos brrj-26-syntacc-295Ksteps M-n-20db,brrj-26,synthetic,2,6257.1
P15,A,new,93,05 segundos brrs-25-gt M-n-20db,brrs-25,natural,5,9093.0
P15,A,new,94,05 segundos brrs-28-gt M-n-20db,brrs-28,natural,5,7542.6
P15,A,new,95,05 segundos brrs-29-syntacc-295Ksteps F-n-20db,brrs-29,synthetic,4,7748.8
P15,A,new,96,05 segundos brsp-22-gt M-n-20db,brsp-22,natural,5,7224.7
P15,A,new,97,05 segundos brsp-24-gt M-n-20db,brsp-24,natural,5,14365.9
P15,A,new,98,05 segundos brsp-28-gt F-n-20db,brsp-28,natural,5,7108.0
P15,A,new,99,06 segundos bral-26-gt M-n-20db,bral-26,natural,5,7835.0
P15,A,new,100,06 segundos brba-22-syntacc-295Ksteps M-n-20db,brba-22,synthetic,1,15941.0
P15,A,new,101,06 segundos brba-24-gt M-n-20db,brba-24,natural,5,7641.4
P15,A,new,102,06 segundos brce-20-syntacc-295Ksteps M-n-20db,brce-20,synthetic,1,7867.3
P15,A,new,103,06 segundos brpe-28-gt M-n-20db,brpe-28,natural,5,8108.1
P15,A,new,104,06 segundos brpr-24-syntacc-295Ksteps F-n-20db,brpr-24,synthetic,2,17127.7
P15,A,new,105,06 segundos brrs-20-gt F-n-20db,brrs-20,natural,5,7565.0
P15,A,new,106,07 segundos brba-23-gt F-n-20db,brba-23,natural,5,9075.5
P15,A,new,107,07 segundos brce-29-syntacc-295Ksteps M-n-20db,brce-29,synthetic,1,9826.6
P15,A,new,108,07 segundos brgo-28-syntacc-295Ksteps M-n-20db,brgo-28,synthetic,1,19054.1
P15,A,new,109,07 segundos brpe-20-syntacc-295Ksteps M-n-20db,brpe-20,synthetic,2,8451.0
P15,A,new,110,07 segundos brpr-21-syntacc-295Ksteps F-n-20db,brpr-21,synthetic,3,11254.5
P15,A,new,111,07 segundos brpr-29-syntacc-295Ksteps F-n-20db,brpr-29,synthetic,2,9243.2
P15,A,new,112,07 segundos brrs-23-gt F-n-20db,brrs-23,natural,5,9762.0
P15,A,new,113,08 segundos brpr-22-gt F-n-20db,brpr-22,natural,5,10060.3
P15,A,new,114,08 segundos brpr-25-syntacc-295Ksteps F-n-20db,brpr-25,synthetic,2,9534.5
P15,A,new,115,08 segundos brrs-21-syntacc-295Ksteps F-n-20db,brrs-21,synthetic,2,11222.9
P15,A,new,116,08 segundos brsp-27-syntacc-295Ksteps M-n-20db,brsp-27,synthetic,3,10911.4
P15,A,new,117,08 segundos brsp-29-gt M-n-20db,brsp-29,natural,5,9987.1
P15,A,new,118,09 segundos brpb-20-syntacc-295Ksteps M-n-20db,brpb-20,synthetic,3,11028.9
P15,A,new,119,09 segundos brrs-26-gt F-n-20db,brrs-26,natural,5,10612.5
P15,A,new,120,10 segundos brpb-28-syntacc-295Ksteps M-n-20db,brpb-28,synthetic,3,12514.1
P16,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,2,6682.9
P16,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,2,6231.4
P16,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,1,5803.5
P16,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,1,5343.0
P16,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,1,5554.6
P16,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1,6347.3
P16,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,4,6624.9
P16,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1,6433.6
P16,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,2,7503.8
P16,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,1,5663.0
P16,B,new,11,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,1,9783.4
P16,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,1,7270.7
P16,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,1,6419.9
P16,B,new,14,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,1,6778.5
P16,B,new,15,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,1,5359.9
P16,B,new,16,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,1,7181.8
P16,B,new,17,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,1,6232.9
P16,B,new,18,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,1,5641.3
P16,B,new,19,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,2,6692.5
P16,B,new,20,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,1,6667.1
P16,B,new,21,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,1,7013.2
P16,B,new,22,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,3,21554.7
P16,B,new,23,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,2,6601.0
P16,B,new,24,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,2,7130.4
P16,B,new,25,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,1,6736.6
P16,B,new,26,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,1,6746.5
P16,B,new,27,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,1,7268.4
P16,B,new,28,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,2,7358.7
P16,B,new,29,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,5,9020.0
P16,B,new,30,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,5,8188.1
P16,B,new,31,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,5,8626.9
P16,B,new,32,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,2,8683.0
P16,B,new,33,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,3,9117.4
P16,B,new,34,06 segundos bral-24-gt M-n-20db,bral-24,natural,4,9307.8
P16,B,new,35,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,4,9835.5
P16,B,new,36,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,5,9723.0
P16,B,new,37,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,5,8885.3
P16,B,new,38,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,5,10950.0
P16,B,new,39,07 segundos brce-22-gt M-n-20db,brce-22,natural,2,10318.5
P16,B,new,40,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,4,10860.5
P16,B,new,41,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,5,10978.2
P16,B,new,42,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,5,9696.9
P16,B,new,43,08 segundos brce-20-gt M-n-20db,brce-20,natural,2,11696.3
P16,B,new,44,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,5,12686.8
P16,B,new,45,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,5,11187.4
P16,B,new,46,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,5,12016.4
P16,B,new,47,09 segundos brba-22-gt M-n-20db,brba-22,natural,5,13723.5
P16,B,new,48,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,5,13512.9
P16,B,new,49,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,5,13264.8
P16,B,new,50,10 segundos brce-29-gt M-n-20db,brce-29,natural,4,16347.1
P16,B,new,51,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,2,12581.8
P16,B,new,52,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,5,13685.0
P16,B,new,53,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,5,14496.0
P16,B,new,54,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,5,14728.3
P16,B,new,55,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,4,16060.2
P16,B,new,56,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,4,15859.5
P16,B,new,57,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,5,14775.7
P16,B,new,58,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,4,17295.9
P16,B,new,59,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,5,17144.6
P16,B,new,60,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,3,22645.1
P17,B,new,1,02 segundos brce-26-syntacc-295Ksteps M-n-20db,brce-26,synthetic,4,4485.0
P17,B,new,2,02 segundos brrs-10-syntacc-295Ksteps F-n-20db,brrs-10,synthetic,4,3778.0
P17,B,new,3,02 segundos brsp-11-syntacc-295Ksteps M-n-20db,brsp-11,synthetic,1,5603.0
P17,B,new,4,02 segundos brsp-13-syntacc-295Ksteps F-n-20db,brsp-13,synthetic,3,6663.0
P17,B,new,5,02 segundos brsp-22-syntacc-295Ksteps M-n-20db,brsp-22,synthetic,1,4922.0
P17,B,new,6,02 segundos brsp-24-syntacc-295Ksteps M-n-20db,brsp-24,synthetic,1,4599.0
P17,B,new,7,03 segundos bral-20-syntacc-295Ksteps M-n-20db,bral-20,synthetic,3,5835.0
P17,B,new,8,03 segundos bral-23-syntacc-295Ksteps M-n-20db,bral-23,synthetic,1,4553.0
P17,B,new,9,03 segundos bral-26-syntacc-295Ksteps M-n-20db,bral-26,synthetic,1,6133.0
P17,B,new,10,03 segundos brba-21-syntacc-295Ksteps M-n-20db,brba-21,synthetic,2,4402.0
P17,B,new,11,03 segundos brba-24-syntacc-295Ksteps M-n-20db,brba-24,synthetic,3,5050.0
P17,B,new,12,03 segundos brpb-22-syntacc-295Ksteps M-n-20db,brpb-22,synthetic,1,9422.0
P17,B,new,13,03 segundos brpe-26-syntacc-295Ksteps M-n-20db,brpe-26,synthetic,2,5665.0
P17,B,new,14,03 segundos brpe-28-syntacc-295Ksteps M-n-20db,brpe-28,synthetic,2,5104.0
P17,B,new,15,03 segundos brpe-29-syntacc-295Ksteps M-n-20db,brpe-29,synthetic,1,4687.0
P17,B,new,16,03 segundos brpr-18-syntacc-295Ksteps F-n-20db,brpr-18,synthetic,4,5478.0
P17,B,new,17,03 segundos brrs-14-syntacc-295Ksteps F-n-20db,brrs-14,synthetic,2,5970.0
P17,B,new,18,03 segundos brrs-16-syntacc-295Ksteps F-n-20db,brrs-16,synthetic,3,4654.0
P17,B,new,19,03 segundos brrs-18-syntacc-295Ksteps F-n-20db,brrs-18,synthetic,3,5901.0
P17,B,new,20,03 segundos brrs-20-syntacc-295Ksteps F-n-20db,brrs-20,synthetic,3,5404.0
P17,B,new,21,03 segundos brrs-23-syntacc-295Ksteps F-n-20db,brrs-23,synthetic,2,5306.0
P17,B,new,22,03 segundos brrs-25-syntacc-295Ksteps M-n-20db,brrs-25,synthetic,2,6101.0
P17,B,new,23,03 segundos brrs-28-syntacc-295Ksteps M-n-20db,brrs-28,synthetic,3,5669.0
P17,B,new,24,03 segundos brsp-10-syntacc-295Ksteps M-n-20db,brsp-10,synthetic,1,4949.0
P17,B,new,25,03 segundos brsp-28-syntacc-295Ksteps F-n-20db,brsp-28,synthetic,4,5844.0
P17,B,new,26,04 segundos bral-22-syntacc-295Ksteps M-n-20db,bral-22,synthetic,2,7198.0
P17,B,new,27,04 segundos brba-23-syntacc-295Ksteps F-n-20db,brba-23,synthetic,1,5985.0
P17,B,new,28,04 segundos brsp-29-syntacc-295Ksteps M-n-20db,brsp-29,synthetic,2,6366.0
P17,B,new,29,05 segundos brpr-10-gt F-n-20db,brpr-10,natural,5,6719.0
P17,B,new,30,05 segundos brpr-14-gt F-n-20db,brpr-14,natural,5,9401.0
P17,B,new,31,05 segundos brpr-15-gt F-n-20db,brpr-15,natural,4,8755.0
P17,B,new,32,05 segundos brpr-22-syntacc-295Ksteps F-n-20db,brpr-22,synthetic,3,7435.0
P17,B,new,33,05 segundos brrs-26-syntacc-295Ksteps F-n-20db,brrs-26,synthetic,1,7835.0
P17,B,new,34,06 segundos bral-24-gt M-n-20db,bral-24,natural,4,8784.0
P17,B,new,35,06 segundos brmg-26-gt M-n-20db,brmg-26,natural,5,7399.0
P17,B,new,36,06 segundos brpr-13-gt F-n-20db,brpr-13,natural,4,7535.0
P17,B,new,37,06 segundos brpr-19-gt F-n-20db,brpr-19,natural,5,8837.0
P17,B,new,38,06 segundos brsp-25-gt M-n-20db,brsp-25,natural,5,7725.0
P17,B,new,39,07 segundos brce-22-gt M-n-20db,brce-22,natural,4,8285.0
P17,B,new,40,07 segundos brmg-22-gt F-n-20db,brmg-22,natural,5,8400.0
P17,B,new,41,07 segundos brpr-20-gt F-n-20db,brpr-20,natural,5,8883.0
P17,B,new,42,07 segundos brpr-27-gt F-n-20db,brpr-27,natural,5,8525.0
P17,B,new,43,08 segundos brce-20-gt M-n-20db,brce-20,natural,5,10074.0
P17,B,new,44,08 segundos brpr-28-gt F-n-20db,brpr-28,natural,5,11209.0
P17,B,new,45,08 segundos brrj-26-gt M-n-20db,brrj-26,natural,5,9860.0
P17,B,new,46,08 segundos brrs-29-gt F-n-20db,brrs-29,natural,5,9853.0
P17,B,new,47,09 segundos brba-22-gt M-n-20db,brba-22,natural,4,11060.0
P17,B,new,48,09 segundos brmg-29-gt M-n-20db,brmg-29,natural,5,10535.0
P17,B,new,49,09 segundos brpr-24-gt F-n-20db,brpr-24,natural,5,12121.0
P17,B,new,50,10 segundos brce-29-gt M-n-20db,brce-29,natural,4,11541.0
P17,B,new,51,10 segundos brgo-28-gt M-n-20db,brgo-28,natural,4,11571.0
P17,B,new,52,10 segundos brpe-22-gt M-n-20db,brpe-22,natural,5,11771.0
P17,B,new,53,10 segundos brpr-29-gt F-n-20db,brpr-29,natural,4,11405.0
P17,B,new,54,11 segundos brpe-20-gt M-n-20db,brpe-20,natural,5,13502.0
P17,B,new,55,11 segundos brpr-25-gt F-n-20db,brpr-25,natural,5,13940.0
P17,B,new,56,12 segundos brpb-28-gt M-n-20db,brpb-28,natural,5,14610.0
P17,B,new,57,12 segundos brpr-21-gt F-n-20db,brpr-21,natural,5,13607.0
P17,B,new,58,13 segundos brpb-20-gt M-n-20db,brpb-20,natural,5,16059.0
P17,B,new,59,14 segundos brrs-24-gt M-n-20db,brrs-24,natural,5,15931.0
P17,B,new,60,17 segundos brrs-21-gt F-n-20db,brrs-21,natural,4,19837.0
P18,A,new,61,04 segundos brmg-26-syntacc-295Ksteps M-n-20db,brmg-26,synthetic,4,16224.2
P18,A,new,62,04 segundos brpr-14-syntacc-295Ksteps F-n-20db,brpr-14,synthetic,5,5651.3
P18,A,new,63,04 segundos brpr-15-syntacc-295Ksteps F-n-20db,brpr-15,synthetic,4,24389.3
P18,A,new,64,04 segundos brpr-19-syntacc-295Ksteps F-n-20db,brpr-19,synthetic,5,8737.6
P18,A,new,65,04 segundos brpr-20-syntacc-295Ksteps F-n-20db,brpr-20,synthetic,5,7682.7
P18,A,new,66,04 segundos brpr-27-syntacc-295Ksteps F-n-20db,brpr-27,synthetic,3,13194.1
P18,A,new,67,04 segundos brrs-10-gt F-n-20db,brrs-10,natural,5,8569.1
